TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-124265,,Update the GraphQL and related libraries to the latest version,Third Party Updates,,,,"GraphQL is an open-source data query and manipulation language for APIs and a query runtime engine. GraphQL enables declarative data fetching where a client can specify exactly what data it needs from an API. The REST infrastructure uses these utilities. The new addition of the graphql-java-extended-scalars.jar to the Rest deliverable provides extended scalars for graphql-java. GraphQL Specification defines String, Int, Float, Boolean, and ID as well-defined built-in scalars that must be present in a graphql type system. Beyond these, it is up to an implementation to decide what custom scalars are present.

You would use custom scalars when you want to describe more meaningful behavior or ranges of values.

The versions of these JARs have now been updated to a later version. As a result of this upgrade, the following changes have been made in the Java Development Environment (JDE) and REST deliverables.

* CuramSDEJlibthird&#95;party&#95;version.properties: the versions of the specified GraqhQL JARs have been updated and the graphql-java-extended-scalars version number has been added.
* Restgrapqhql_libgraphql-java-15.0.jar -  new JAR added.
* Restgrapqhql_libgraphql-java-13.0.jar - old JAR removed.
* Restgrapqhql_libgraphql-java-extended-scalars-20.0.jar - new JAR added.
* Restgrapqhql_libgraphql-java-kickstart-10.0.0.jar - new JAR added.
* Restgrapqhql_libgraphql-java-kickstart-9.1.0.jar - old JAR removed.
* Restgrapqhql_libgraphql-java-servlet-10.0.0.jar - new JAR added.
* Restgrapqhql_libgraphql-java-servlet-9.1.0.jar - old JAR removed.
* Restgrapqhql_libjava-dataloader-3.2.0.jar - new JAR added.
* Restgrapqhql_libjava-dataloader-2.1.1.jar - old JAR removed.
*  Restgrapqhql_libreactive-streams-1.0.4.jar: new JAR added.
* Restgrapqhql_libreactive-streams-1.0.2.jar - old JAR removed. 

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-124264,,Update the version of Apache FOP (Formatting Objects Processor) to the latest,Third Party Updates,,,,"Apache FOP (Formatting Objects Processor) is a print formatter driven by XSL formatting objects and an output-independent formatter. It is used by the Cúram XML Server in the generation of PDF documents.

The version of Apache FOP used by the Cúram XML Server has now been updated from 2.5 to 2.8. Apache FOP 2.8 contains some bug fixes and several improvements.

As a result of this upgrade, the following changes have been made in the Java Development Environment (JDE) deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties - the versions of the specified FOP related JARs have been updated.
* CuramSDEJxmlserverthird_party_version.properties - the version of the specified FOP-related JARs have been updated.

The changes to the FOP and related JAR files include:

* CuramSDEJxmlserverbatik-all-1.16.jar - new JAR added.
* CuramSDEJxmlserverbatik-all-1.13.jar - old JAR removed.
* CuramSDEJxmlserverfop-2.8.jar - new JAR added.
* CuramSDEJxmlserverfop-2.5.jar - old JAR removed.
* CuramSDEJxmlserverxmlgraphics-commons-2.8.jar - new JAR added.
* CuramSDEJxmlserverxmlgraphics-commons-2.4.jar - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.


"
SPM-124259,,Update the icu4j JAR file to the latest version,Third Party Updates,,,,"International Component for Unicode for Java (ICU4J) is a Java library providing Unicode and Globalization support. The version of ICU4J used in the Cúram product has been upgraded from version 67.1 to 73.1. The new version contains some defect fixes and minor enhancements.

As a result of this upgrade, the following changes have been made in the Java Development Environment (JDE) deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties - the version of the ICU4J JAR has been updated.
* CuramSDEJlibicu4j-73.1.jar - new JAR added.
* CuramSDEJlibicu4j-67.1.jar - old JAR removed.
* CuramCDEJlibextjaricu4j-73.1.jar - new JAR added.
* CuramCDEJlibextjaricu4j-67.1.jar - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-124106,PO09689,Incorrect error message when activating a new Absent Parent evidence record,SOL,Income Support CGISS,,,"*Issue Description::*
When you attempt to activate a new Absent Parent evidence record for the same participant as a preceding Absent Parent evidence record, and the start and end dates of the records don?t overlap, a validation message is incorrectly displayed that prevents the new Absent Parent evidence record from being activated.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Click the Care and Protection tab.
# Use the New page action to create a new Income Support integrated case.
# Click the Evidence tab and select Dashboard.
# Add Absent Parent evidence by searching for and selecting a registered person in the Absent Parent search field, and entering a Start Date of 1/1/2023. Click Save.
# Select Apply Changes.
# Edit the Absent Parent evidence and enter an End Date of 2/5/2023. Click Save.
# Select Apply Changes.
# Add new Absent Parent evidence for the same registered person with a Start Date of 3/6/2023 and click Save.
# Select Apply Changes.
# Issue: A validation message is displayed indicating that an Absent Parent record already exists for the same period for the selected participant, even though the start and end dates of the records don?t overlap.

*Resolution:* The validation has been updated to allow users to activate a new Absent Parent evidence record for the same participant as a preceding Absent Parent evidence record, where the start and end dates don?t overlap.

"
SPM-123966,PO09702,Missing User Default Locale field on 'New User and Assign' modal,CEF,Administration Suite,Organization,,"*Issue Description:*
The field 'User Default Locale', which is available on the New User modal dialog accessed from the Administration workspace, is not displayed on the ?New User and Assign? modal dialog, accessed from the Positions list for an Organization Structure.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an administrator.
# Navigate to the Administration Workspace section, and select My Organization from the shortcuts panel.
# Navigate to the Structures tab and click an existing Organization Structure.
# Navigate to Positions and select New User and Assign from the row-level action menu for a position in the list.
# Issue: The field 'User Default Locale' is not displayed.

*Resolution:*
The field 'User Default Locale' has been added to the New User and Assign modal dialog, accessed from the Positions list for an Organization Structure.
"
SPM-123778,PO09328,Frequency pattern does not display correctly on the Visitation home page,SOL,Child Welfare,,,"*Issue Description:*
Within Outcome Plans, Visitation Plans can be created to record visits between two or more individuals. The frequency of visits is displayed incorrectly when certain bi-monthly frequencies are selected.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a Child Welfare Structured Decision-Making caseworker. 
# Register one adult and one child.
# Establish the child and parent relationship between them using Relationship Evidence starting from the adult participant's Evidence tab.
# From the child participant's home page, use the New page-level action to create an Ongoing Case.
# On the new case, click the Participants tab and add the parent as a case member.
# Navigate to the Outcome Plans tab and select New.
# Select Child Welfare Outcome Plan, select both parent and child as clients and click Save.
# On the new plan, navigate to Visits and click New.
# Select the checkbox for the child under the Clients to Visit section.
# Select the checkbox for the parent under the Visitors section and click Next.
# On the Visitation Plan page, select bi-monthly with days 1 and 15 of every month as the frequency of visits.
# Enter appropriate details in all the mandatory fields remaining and click Finish.
# Click the newly created Visitation Plan.
# Issue: The frequency of visits is displayed incorrectly.

*Resolution:*
The issue has been resolved, and the Visitation Plan home page correctly displays the frequency of visits when bi-monthly has been selected.

"
SPM-123768,,Update the javassist JAR file to the latest version,Third Party Updates,,,,"The Javassist (Java Programming Assistant) library enables Java bytecode manipulation. It is a class library for editing bytecodes in Java. The JAR is used in the REST infrastructure as part of the Jersey Web Service Framework.

The version of the Javassist JAR file delivered in the Rest Toolkit has been updated from 3.22.0-GA to 3.29.2-GA. The new version contains some minor bug fixes and enhancements.

As a result of this upgrade, the following changes have been made in the JDE and Rest Toolkit deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the javassist JAR file has been updated.
* EJBServercomponentsRestrestlibdependencyLibsCorejavassist-3.29.2-GA.jar - new JAR added.
* EJBServercomponentsRestrestlibdependencyLibsCorejavassist-3.22.0-GA.jar - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above

"
SPM-123746,,Update the commons-io JAR file to the latest version,Third Party Updates,,,,"The Apache Commons IO library contains utility classes, stream implementations, file filters, file comparators, endian transformation classes, and much more. Its usage in the Cúram application is related to the client generators, the XML Server, Word Integration and also Axis 2 web services. 

The version of the commons-io library used by Cúram has now been updated from 2.8.0 to 2.13.0. The new version contains some defect fixes and minor enhancements. 

As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties - the version of the commons-io JAR file has been updated.
* CuramSDEJxmlserverthird&#95;party&#95;version.properties - the version of the commons-io JAR file has been updated.

The changes to the commons-io JAR file include:

* CuramCDEJlibextjarsignedsha-2commons-io-2.13.0.jar - version updated from 2.8.0 to 2.13.0.
* CuramCDEJlibextjarcommons-io-2.13.0.jar - version updated from 2.8.0 to 2.13.0.
* CuramSDEJxmlservercommons-io-2.13.0.jar - version updated from 2.8.0 to 2.13.0.
* CuramSDEJlibcommons-io-2.13.0.jar - version updated from 2.8.0 to 2.13.0.
* CuramSDEJlibaxis2commons-io-2.13.0.jar - version updated from 2.8.0 to 2.13.0.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-123708,,"Updates to the Simple Logging Facade for Java library, files slf4j-api and slf4j-jdk14 JAR updated to the latest versions",Third Party Updates,,,,"The SLF4J (Simple Logging Facade for Java) library serves as a simple facade or abstraction for various logging frameworks, allowing the end user to plug in the desired logging framework at deployment time. The library is used in the Cúram caching infrastructure.

The version of the slf4j libraries has now been updated from 1.5.8 to 2.0.7. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the slf4j JAR files have been updated.
* CuramSDEJ/lib/slf4j-api-2.0.7.jar  - new JAR added. 
* CuramSDEJ/lib/slf4j-api-1.5.8.jar  - old JAR removed.
* CuramSDEJ/lib/slf4j-jdk14-2.0.7.jar  - new JAR added. 
* CuramSDEJ/lib/slf4j-jdk14-1.5.8.jar  - old JAR removed.
* CuramCDEJ/lib/ext/jar/slf4j-api-2.0.7.jar  - new JAR added. 
* CuramCDEJ/lib/ext/jar/slf4j-api-1.5.8.jar  - old JAR removed.
* CuramCDEJ/lib/ext/jar/slf4j-jdk14-2.0.7.jar  - new JAR added. 
* CuramCDEJ/lib/ext/jar/slf4j-jdk14-1.5.8.jar  - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-123674,,Update the Apache derby JAR file to the latest version,Third Party Updates,,,,"The Apache Derby API released under the Apache License is a pure Java relational database engine using standard SQL and JDBC as its APIs. It is used in the Cúram product as part of the client application build infrastructure. 

The version of the derby library has now been updated from 10.2.1.1 to 10.14.2.0. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties - the version of the derby JAR file has been updated.
* CuramCDEJ/lib/ext/jar/derby-10.14.2.0.jar  - new JAR added. 
* CuramCDEJ/lib/ext/jar/derby-10.2.1.1.jar  - old JAR removed. 

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-123672,,Update the commons-validator JAR file to the latest version,Third Party Updates,,,,"Apache Commons Validator provides the building blocks for both client-side validation and server-side data validation. It is used in the Cúram product as part of the client infrastructure.

The version of the commons-validator library has now been updated from 1.6 to 1.7. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the commons-validator JAR file has been updated.
* CuramSDEJ/lib/commons-validator-1.7.jar  - new JAR added. 
* CuramSDEJ/lib/commons-validator-1.6.jar  - old JAR removed.
* CuramCDEJ/lib/ext/jar/commons-validator-1.7.jar  - new JAR added. 
* CuramSDEJ/lib/ext/jar/commons-validator-1.6.jar  - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-123629,,Update the commons-collections4 JAR file to the latest version,Third Party Updates,,,,"The commons-collections4 library seeks to build upon the JDK classes by providing new interfaces, implementations and utilities. Several areas in the Cúram product utilize this library. These include both the server and client application build infrastructure and the JMX data gathering infrastructure.

The version of the commons-collections4 library has now been updated from 4.1 to 4.4. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the commons-collections4 JAR file has been updated.
* CuramSDEJ/lib/commons-collections4-4.4.jar  - new JAR added.
* CuramSDEJ/lib/commons-collections4-4.1.jar  - old JAR removed.
* CuramCDEJ/lib/ext/jar/commons-collections4-4.4.jar  - new JAR added.
* CuramCDEJ/lib/ext/jar/commons-collections4-4.1.jar  - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-123612,,Update the ant-contrib JAR file to the latest version,Third Party Updates,,,,"The ant-contrib JAR file is a collection of tasks for Apache Ant. It is used in the Cúram product as part of the client development build infrastructure.

The version of the ant-contrib library has now been updated from 1.0b2 to 1.0b3. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the ant-contrib JAR file has been updated.
* CuramCDEJ/lib/ext/jar/ant-contrib-1.0b3.jar  - new JAR added.
* CuramCDEJ/lib/ext/jar/ant-contrib-1.0b2.jar  - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-123564,,An iPad user is forced to log out when trying to add a participant to any intake,SOL,Child Welfare,,,"*Issue Description:*
On an iPad, a user is unable to navigate to a page that uses the CKEditor. One such instance where this issue manifests is in Child Welfare. When a user creates a Child Welfare intake on an iPad, they are not able to navigate to the Participants tab.

*User Interface Impact*: No

*Steps to Reproduce:*

# Log in as a Child Welfare intake worker.
# Select the Intakes tab.
# Select New Intake from the Intakes section on the Shortcuts menu.
# Create new Intake with Category: Child Protection Services and Types: Child Abuse or Neglect and click Save.
# Navigate to the Participants tab.
# Issue: The intake worker is presented with the Login screen.

*Resolution:*
Users are no longer presented with the Login screen when they navigate to pages that use the CKEditor on an iPad.

"
SPM-123175,PO09467,"When an evidence brokering fails, an Oracle database error occurs as the evidence identifiers associated with the failure cannot be persisted",SOL,Income Support,,,"*Issue Description:*
On the Health Care Application, when ?Advanced Evidence Sharing? is turned off and the caseworker attempts to authorize a second application for medical assistance for the same person, with both applications containing 13 people, the authorization hangs and a database error is registered on the logs.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a system administrator and search for the property ?Advanced Evidence Sharing?. Edit the value to ?NO? and publish it.
# Log in as a caseworker on the Health Care Application.
# Register a person (Peter). Create a new application for this person. This person is not applying for himself.
# Add a wife and 11 dependent children. All state residents are US Citizens. The wife files tax jointly and all children are tax dependents of the primary applicant.
# Add income of 160,000 for Peter and Employer Sponsored Coverage to all dependents. Submit and authorize the application.
# Create a new application for the same person. This time the person is an applicant and the other participants are not.
# Add the same information as the previous application for all participants and submit it.
# On the new Insurance Affordability case, verify all evidence and mark participants as duplicates. Validate the evidence.
# On authorisation, check ?Create New Integrated Case?.
# Issue*:* Server logs show an ?ORA-12899: value too large for column database error?.

*Resolution:*
This has been solved by increasing the maximum size of the column EvidenceID on the EVIDENCEBROKERDPERRORINFO table to 4,000 characters, and the error 'ORA-12899: value too large for column database error' no longer occurs.

"
SPM-118710,PO08740,The absence of IEG and WorkspaceServices components results in errors on pages with Javascript defined,CEF,Technical Services,Client Development Environment,,"*Issue Description:*
On a deployment of the Cúram application which does not contain the Workspace Services and the Intelligent Evidence Gathering (IEG) components, an error occurs when the user accesses pages that include Javascript files in the UIM page by using the <script> tag.
*User Interface Impact:* No
*Steps to Reproduce:*

# Remove IEG and WorkspaceServices from the setenv.bat or SetEnvironment.sh file component orders.
# Edit the .uim file ?webclient/components/AdvancedEvidenceSharing/Administration/SharedEvidenceConfigAdmin/AES&#95;listEvidenceSharingConfig.uim? and add script code:<SCRIPT EVENT=""""ONCLICK"""" ACTION=""""convertCheckBoxesToRadios&#95;onFirstLoad(e)"""" SCRIPT_FILE=""""advancedEvidenceSharingRadioControls.js"""" />.
# Run ./build clean client. 
# Refresh eclipse and the Tomcat context definition.
# Delete reported entries from the web.xml file.
# Start the server, start Tomcat and log in to the application as an administrator.
# Navigate to the Administration Workspace and expand the Rules and Evidence.
# Open the Evidence Sharing section (this is the page with the script element defined,
#  Issue: You will receive an error - ?An Application Error Has Occurred? and the page will not load.

*Resolution:*
The Cúram logic to load Javascript files in UIM pages has been updated to address the scenario where the application deployment does not contain the Workspace Services and the Intelligent Evidence Gathering components, and therefore the ?jscript' folder is not created in the 'WebContent? directory.
"
SPM-116971,PO08519,The Merge Person agenda player title does not provide adequate context to screen reader users to identify which agenda player is currently open,Accessibility,,,,"*Issue Description:*
When the Merge Person agenda player modal is opened, a screen reader will announce ?This wizard will guide you through the required application screens?. This is an accessibility issue as the title announced by the screen reader does not provide adequate context as to what agenda player is currently open.

*User Interface Impact:* Yes

*Steps to Reproduce:*

# Enable a screen reader.
# Log in as a caseworker.
# Register two people.
# On Person 1?s home page, navigate to the Duplicates page under the Administration tab.
# Select ?Mark New Duplicate?.
# Search for Person 2 and select them.
# Select ?Reason? for marking as a duplicate.
# Select ?Save and Start Merge?.
# Issue: The title announced by the screen reader does not provide adequate context as to what agenda player is currently open.

*Resolution:*
The title of the Merge Person agenda player is now prepended to the title of the modal to provide additional context.

"
SPM-116389,,"Special caution tooltip styling on the Income Support integrated case, Food Assistance product delivery and Medical Assistance product delivery context panels is missing",Look and Feel,,,,"*Issue Description:*
Context panel tooltip styling for Special Cautions, Federal Time Limit, Incident and Investigations is absent on the following context panels: Person, Income Support integrated case, Food Assistance, Cash Assistance, ABD, Insurance Affordability application, and Insurance Affordability integrated case.

*User Interface Impact:* Yes

*Steps to Reproduce:*

*Scenario 1:*

# Log in as an eligibility worker.
# Register a new Person.
# Add a Special Caution.
# Submit an Income Support Application ? eligible for Cash Assistance and Food Assistance.
# Open Income Support integrated case.
# Create Cash Assistance and Food Assistance product deliveries and view them.
# Create an Incident and an Investigation Case on the person.
# View the context panels on the Income Support integrated case, Food Assistance and Cash Assistance product deliveries.
# Issue 1: The Special Cautions tooltip on the context panel on the Person, Income Support integrated case, Food Assistance, and Cash Assistance product delivery does not have the correct styling.
# Issue 2: The Federal time limit, incident and investigation tooltips on the context panel on the Income Support integrated case, Food Assistance, and Cash Assistance product deliveries do not have the correct styling.

*Note:* the above issue is also evident when viewing Special Cautions on a QMB and ABD case.

*Scenario 2:*

# Log in as an Insurance Affordability caseworker.
# Register a new Person.
# Add a Special Caution.
# Submit an Insurance Affordability application and authorize.
# View the context panels on the Insurance Affordability application and case and the Streamlined Medicaid case.
# Issue 1: The Special Cautions tooltip on the context panel on the Person, Insurance Affordability application and case and the Streamlined Medicaid case does not have the correct styling.
# Issue 2: The incident and investigation tooltips on the context panel on the Insurance Affordability application and case do not have the correct styling.

*Resolution:*
The context panel tooltip styling is now displayed for Special Cautions, Federal Time Limit, Incidents and Investigations, giving users a consistent view. 

"
SPM-106858,"PO07268, DT036746",Unable to remove user from position in the admin workspace even though no cases assigned to user,CEF,Administration Suite,,,"*Issue Description:*
When attempting to remove a user from a position in the admin workspace, a validation error is displayed preventing the removal of the user from the position even though the user has no open associated cases.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an administrator.
# Select the Administration Workspace tab and expand the Shortcuts panel.
# Expand the Users section, select New User.
# Complete all the mandatory fields for the New User.
# Expand the Organization section, select My Organizations. 
# Select the Structures Tab and select an Organization Structure. 
# The Organization Structure will open in a new tab, select the Positions tab. 
# Assign the user created in step 4 to a position. 
# Log in to the application as the user created in step 4.
# Register a person.
# Create an integrated case for the person.
# Create a product delivery case for the person.
# Close the product Delivery case and integrated case for the person.
# Log in again as an administrator.
# Navigate to the user's Organization.
# Select the Positions tab.
# Select the position assigned to the user, the position will open in a new tab.
# Click on the Remove action for user created in step 4.
# Issue: The following error is displayed: ?This user is the owner of one or more cases and therefore cannot be removed from the position.'

*Resolution:*
This issue has been resolved. The existence of the ownership of one or more Participant Data Cases does not prevent the removal of a user from a position.

"
